"cnpj_base","ordem","dv","matriz_filial","nome_fantasia","situacao_cadastral","data_situacao_cadastral","motivo_situacao_cadastral","nome_cidade_exterior","pais","data_inicio_atividade","cnae_principal","cnae_secundaria","tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","municipio","ddd1","telefone1","ddd2","telefone2","ddd_fax","fax","correio_eletronico","situacao_especial","data_situacao_especial"
"58422512","0001","26","1","CRIATIVE SOLUCOES","02","2024-12-11","00","","105","2024-12-11","7490104","4742300,4751201,6110803,6201501,6203100,6204000,6209100,6311900,7733100,9511800","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","79","98006081","0000","00000000","","","JOAOMARCELOTEC@HOTMAIL.COM","",NULL
"58755989","0001","23","1","ML TECH","02","2025-01-10","00","","105","2025-01-10","6201501","6201502,6202300,6203100,6204000,6209100,8211300","RUA","D BOSCO","1147","","SUICA","49050220","SE","3105","79","98522626","0000","00000000","","","CONTATO@AVALIACAOPREANESTESICA.COM","",NULL
"61727112","0001","33","1","GTE GESTAO TECNOLOGICA","02","2025-07-14","00","","105","2025-07-14","6203100","4322302,6204000,6209100,9521500","AVENIDA","MAMEDE PAES MENDONCA","266","APT   101                 EDIF  JOANOPOLIS","CENTRO","49010620","SE","3105","79","99938153","0000","00000000","","","GTGESTAOTECNOLOGICA@GMAIL.COM","",NULL
"19581571","0008","61","2","","02","2025-07-16","00","","","2025-07-16","8220200","6201501,6202300,6203100,6209100,6613400,6619302,6619399,7490104","AVENIDA","PRES TANCREDO NEVES","5449","","JABOTIANA","49095000","SE","3105","34","32285166","","","","","CONTABIL@CALLINK.COM.BR","",NULL
"62680006","0001","04","1","AGUIAR.DEV","02","2025-09-11","00","","105","2025-09-11","6201501","6202300,6203100,6204000,6209100,6311900,6319400","AVENIDA","HERMES FONTES","2064","LOJA  17                  ANDAR 2","LUZIA","49045760","SE","3105","47","96078650","0000","00000000","","","CONTATO@ELYASAGUIAR.COM.BR","",NULL
"62713513","0001","05","1","DEL TECNOLOGIA","02","2025-09-15","00","","105","2025-09-15","6209100","6201501,6202300,6203100","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","91177496","0000","00000000","","","REZENDE.F.GABRIEL@GMAIL.COM","",NULL
"08331318","0007","52","2","CALLINK","02","2025-11-03","00","","","2025-11-03","8220200","6203100,6209100,6619302,6619399,7490104,8291100","RUA","ANTONIO ANDRADE","2398","SALA  02","COROA DO MEIO","49035050","SE","3105","34","32285010","","","","","CONTABIL@CALLLINK.COM.BR","",NULL
"63891454","0001","10","1","AUTOLIFE APP","02","2025-12-02","00","","105","2025-12-02","6201501","6202300,6203100,6204000,6209100,6311900","AVENIDA","DES MAYNARD","621","SALA  04/02 - PAV SUPERIOR","SUICA","49052210","SE","3105","79","91033457","0000","00000000","","","EDUARDOBRITTO.DEV@GMAIL.COM","",NULL
"64263149","0001","46","1","BRSQL","02","2025-12-29","00","","105","2025-12-29","6203100","6201501,6204000,6209100,6319400","RUA","G CONJ FRANCO FREIRE I","139","","ARUANA","49000707","SE","3105","79","99024231","0000","00000000","","","GUNTHER.BRS@PROTON.ME","",NULL
"03992233","0001","06","1","MIKE INFORMATICA","02","2005-10-14","00","","","2000-08-16","6203100","6202300,7119704","RUA","MANOEL ANDRADE","2517","","COROA DO MEIO","49035530","SE","3105","079","2552889","","","079","2596026","","",NULL
"01034227","0001","10","1","MASTERCONT RECURSOS HUMANOS","02","2005-11-03","00","","","1996-01-06","6203100","6202300","RUA","SAO CRISTOVAO","212","SALA 103","CENTRO","49017900","SE","3105","","","","","","","","",NULL
"04814628","0001","81","1","SAPIENZA INTELIGENCIA DIGITAL","02","2008-07-02","00","","","2001-12-04","6201501","6202300,6203100,6204000,6209100,6311900,6319400,6391700,7311400","RUA","ZAQUEU BRANDAO","403","","SAO JOSE","49015330","SE","3105","79","91540753","","","","","ALEX@SAPIENZAE.COM.BR","",NULL
"08271382","0001","08","1","FAPETRO - UNISA","02","2025-11-18","00","","","2006-08-28","8532500","6201501,6202300,6203100,6204000,6209100,8599604,8541400,8542200","RUA","VEREADOR JOAO CALAZANS","317","","13 DE JULHO","49020030","SE","3105","79","32117079","79","32137067","","","","",NULL
"11908706","0001","72","1","MOOBI MOBILIDADE E INTERATIVIDADE","02","2010-05-04","00","","","2010-05-04","6209100","6201501,6202300,6203100","RUA","DR SILVERIO FONTES","279","","CIRURGIA","49055250","SE","3105","79","32111257","","","","","","",NULL
"13108026","0001","08","1","ESSENCIAL TI","02","2011-01-14","00","","","2011-01-14","7733100","6202300,6203100,8599603,6311900,6209100","RUA","URQUIZA LEAL","122","","SALGADO FILHO","49020490","SE","3105","79","32225029","","","","","","",NULL
"23573895","0001","59","1","THIAGO GSR","02","2015-10-29","00","","","2015-10-29","6201501","6202300,6203100,8599603,9511800","RUA","TERENCIO SAMPAIO","532","","GRAGERU","49025700","SE","3105","79","30273072","","","","","THIAGOGSR@GMAIL.COM","",NULL
"24939371","0001","00","1","DANTE REGIS SISTEMA","02","2016-06-03","00","","","2016-06-03","6203100","6209100,6311900,6319400,6399200","AVENIDA","JORGE AMADO","1565","SALA  04 E 06","JARDINS","49025330","SE","3105","11","24507425","","","","","CLAUDIO.BERNARDO@SELETACONTABILIDADE.COM.BR","",NULL
"26802338","0001","50","1","ITSOLVED","02","2017-01-04","00","","","2017-01-04","6202300","6204000,6201501,6203100,6209100,7020400","RUA","DR JOSE ROBERTO RIBEIRO","261","","GRAGERU","49027090","SE","3105","79","96373738","","","","","FINANCEIRO@ITSOLVED.COM.BR","",NULL
"27389815","0001","60","1","DR COMPUTADOR","02","2017-03-27","00","","","2017-03-27","4751201","6202300,6203100,6209100,9511800,9521500,9512600","RUA","LAGARTO","296","","CENTRO","49010390","SE","3105","79","32137852","","","","","","",NULL
"31022413","0001","09","1","CUSCUZ COM MARKETING","02","2018-07-25","00","","","2018-07-25","7319002","4761001,5911102,5920100,6010100,6022501,6203100,6204000,6319400,6391700,7311400,7312200,7319003,7319004,7319099,7320300,8599699","RUA","PROPRIA","413","","CENTRO","49010020","SE","3105","79","98262380","","","","","FRANKKSANTOS@GMAIL.COM","",NULL
"37170317","0001","86","1","NYQUIST EDUCATIONAL GAMES","02","2020-05-18","00","","","2020-05-18","6203100","","RUA","MANOEL ANDRADE","2828","","COROA DO MEIO","49035530","SE","3105","79","91191928","","","","","STEPHANIEKAMARRYAS@GMAIL.COM","",NULL
"37639727","0001","23","1","SERGIO C N CRUZ","02","2020-07-07","00","","","2020-07-07","6202300","5819100,6190699,6201501,6203100,6204000,6209100,8599603,9511800","RUA","MAYE BELL TAYLOR","151","COND PACIFICO NORTE;EDIF MONTERREY;APT 301","LUZIA","49045030","SE","3105","79","30220086","","","","","SERGIOCNCRUZ@GMAIL.COM","",NULL
"40122355","0001","78","1","AZOUGUE IT","02","2020-12-15","00","","","2020-12-15","6204000","6201501,6201502,6202300,6203100,6209100,6311900,6319400,8599603","AVENIDA","PEDRO PAES DE AZEVEDO","130A","","SALGADO FILHO","49020450","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"37087816","0001","04","1","MEDEIROS MIDIAS","02","2020-05-07","00","","","2020-05-07","8599604","4761001,5811500,5912099,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,7020400,7311400,7312200,7319002,7319003,7319004,8230001,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","PAVMTO TERREO","ATALAIA","49037590","SE","3105","13","91562159","","","","","MATEUS.SOUSAMEDEIROS@GMAIL.COM","",NULL
"41696595","0001","49","1","L&V INFORMATICA","02","2021-04-26","00","","","2021-04-26","6203100","6201501,6204000,6209100","RUA","DQ DE CAXIAS","378","","SAO JOSE","49015320","SE","3105","79","99446539","","","","","LEONARDOBSJUNIOR@GMAIL.COM","",NULL
"29422835","0001","11","1","LUTA - EDUCACAO E CONSULTORIA","02","2022-02-09","00","","","2018-01-12","8599604","5912099,6201501,6202300,6203100,6204000,6319400,7020400,7319002,7319003,7319004,7490104,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO 01","ATALAIA","49037590","SE","3105","79","32232159","","","","","TATIANAGREGO@GMAIL.COM","",NULL
"42001587","0001","01","1","MMADEV","02","2021-05-19","00","","","2021-05-19","6203100","6201501,6204000,6209100,7311400","RUA","DQ DE CAXIAS","378","","SAO JOSE","49015320","SE","3105","21","79013673","","","","","FERNANDO.M.AL.91@GMAIL.COM","",NULL
"42839148","0001","64","1","LAB TECNOLOGIA DA INFORMACAO","02","2021-07-23","00","","","2021-07-23","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400,8599603","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","98498876","","","","","LARISSEBITENCOURT1@GMAIL.COM","",NULL
"43087317","0001","10","1","MSINFO SOLUCOES EM TECNOLOGIA","02","2021-08-11","00","","","2021-08-11","4751201","4321500,4651601,4651602,4652400,4751202,4752100,4753900,4761003,4763602,4789007,5912099,6110803,6190699,6201501,6202300,6203100,6204000,6209100,6319400,7311400,7319002,7319003,7490104,7733100,7739003,7990200,8020001,8230001,8599603,8599604,8599699,9319101,9511800,9512600","RUA","SANTA LUZIA","67","SALA 05","CENTRO","49010310","SE","3105","79","99928625","","","","","FISCAL@PAULOFILHOCONTABILIDADE.COM.BR","",NULL
"43713468","0001","36","1","DIRETRIZ GESTAO E MARKETING","02","2021-09-30","00","","","2021-09-30","7020400","4751201,4761001,5811500,6202300,6203100,6209100,6311900,6319400,7319002,7319003,7319004,8219999,8220200,8599604,8599699","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","96570872","","","","","DANYBFRANCOPSI@GMAIL.COM","",NULL
"35420112","0001","86","1","","02","2025-03-11","00","","","2019-11-05","4751201","6190602,6201501,6202300,6203100,6204000,6209100,9511800","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","79","99106883","","","","","SOUZATECHAJU@GMAIL.COM","",NULL
"45304529","0001","37","1","FLOW TEC","02","2022-02-15","00","","105","2022-02-15","6203100","6201501,6204000,6209100,6311900","AVENIDA","JORGE AMADO","920","","JARDINS","49025330","SE","3105","79","21075900","0000","00000000","","","PEDRO@FLOWSTECH.COM.BR","",NULL
"45861760","0001","21","1","GEEDU SOLUCOES EDUCACIONAIS","02","2022-03-31","00","","105","2022-03-31","6203100","6204000,6209100,7490104,8599603,8599604","AVENIDA","PAULO VI","239","","INACIO BARBOSA","49040460","SE","3105","79","99823791","0000","00000000","","","CONTATO@SISTEMAGEEDU.COM","",NULL
"46275086","0001","66","1","TEAMCORP","02","2022-05-05","00","","105","2022-05-05","6201501","6202300,6203100,6319400,7420001,7420004,8599604","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","22","81229273","","","","","RAQUEL.SANTANAANDRADE@YAHOO.COM","",NULL
"47992984","0001","06","1","MBRASIL TECH","02","2022-09-19","00","","","2022-09-19","6201501","6203100,6209100,9511800","AVENIDA","RIO BRANCO","186","SALA  203","CENTRO","49010030","SE","3105","79","88363583","","","","","ROBERTO.VBRASIL@YAHOO.COM.BR","",NULL
"48265726","0001","82","1","","02","2022-10-11","00","","","2022-10-11","6202300","2610800,8599604,8599603,6201501,8541400,6203100","RUA","ZOZIMO LIMA","76","","SUICA","49052380","SE","3105","79","81648473","79","98687142","","","MOCAVRV@GMAIL.COM","",NULL
"49156827","0001","88","1","GRUPO INVESTIRE","02","2023-01-12","00","","105","2023-01-12","4619200","3329501,4615000,4647801,4649404,4742300,4743100,4751201,4753900,4759899,4761001,4761003,4789007,6203100,9529105","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","91531990","","","","","INVESTIRECAPITAL@GMAIL.COM","",NULL
"48022147","0001","09","1","","02","2022-09-20","00","","","2022-09-20","6203100","6201501,8599604,9511800","RUA","ALEXANDRE FREITAS BARROS","428","BLOCO GREEN;APT 204;COND PHILAD","COROA DO MEIO","49035140","SE","3105","79","99070094","","","","","DAVI230503@GMAIL.COM","",NULL
"49358973","0001","96","1","ALCANTARA MACHADO TECH@INNOV","02","2023-01-27","00","","105","2023-01-27","6204000","6201501,6202300,6203100,6209100,6311900,6319400,7020400,7490199,8230001,8541400,8550302,8599603,8599699","RUA","HONOR GREGORIO SANTOS","36","","GRAGERU","49027130","SE","3105","79","32179750","0000","00000000","","","DSAMACHADO@GMAIL.COM","",NULL
"50961360","0001","28","1","BAASIK","02","2023-06-06","00","","105","2023-06-06","6202300","6201501,6201502,6203100,6204000,6209100,6311900,6499999,6612605,6613400,6619302,6619399,6621501,6622300,6629100,7020400,7490104,8220200,8291100,8299702,8599603,8599604","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","79","88466909","","","","","FINANCEIRO@BAASIK.COM.BR","",NULL
"51754790","0001","31","1","","02","2023-08-09","00","","","2023-08-09","6202300","8542200,8599604,6201501,8541400,6203100,7210000","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","11","69453915","","","","","TASSIA.ADAMETAVERSE@GMAIL.COM","",NULL
"54019167","0001","23","1","ESTUDIO MESTRE","02","2024-02-22","00","","105","2024-02-22","6209100","6202300,6203100,7410299","TRAVESSA","FREI PAULO","56","","SAO JOSE","49015240","SE","3105","79","91090489","0000","00000000","","","GOULART.VFELIPE@GMAIL.COM","",NULL
"54029860","0001","87","1","SIGMENU","02","2024-02-22","00","","105","2024-02-22","6203100","6201501,6202300,7319003,7319004","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","98001507","0000","00000000","","","SIGMENUBR@GMAIL.COM","",NULL
"54384402","0001","66","1","INNOVACODE","02","2024-03-19","00","","105","2024-03-19","6201501","5819100,6202300,6203100,9511800","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","79","91465014","","","","","BRUNO.HERICK@HOTMAIL.COM","",NULL
"54492572","0001","64","1","CAJUS.DEV","02","2024-03-27","00","","105","2024-03-27","6201501","6202300,6203100,6204000,6209100","AVENIDA","PAULO SILVA","84","APT   303                 EDIF  RES HYDE PARK","FAROLANDIA","49032500","SE","3105","79","81678738","0000","00000000","","","JOAQUIM.CMANZINI@GMAIL.COM","",NULL
"54863926","0001","30","1","PARALLAX DEV","02","2024-04-24","00","","105","2024-04-24","6203100","6202300,6204000,6209100,8599604","RUA","MANOEL ESPIRITO SANTO","165","SALA  02","GRAGERU","49025440","SE","3105","79","81600746","","","","","CONTATO@PARALLAXDEV.COM.BR","",NULL
"55044736","0001","53","1","","02","2024-05-08","00","","105","2024-05-08","6201501","6202300,6203100,8599603","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","96028321","0000","00000000","","","MARCUSVINICIUSSANTANASILVAPJ@GMAIL.COM","",NULL
"55313827","0001","47","1","IA-GROW","02","2024-05-28","00","","105","2024-05-28","6201501","0161099,6202300,6203100,6204000,6209100,8599604","RUA","RIBEIROPOLIS","298","","SUICA","49052360","SE","3105","79","91002717","0000","00000000","","","ADM@GEOFEX.COM.BR","",NULL
"55955811","0001","38","1","BCAJU AUTOMACOES INTELIGENTES","02","2024-07-16","00","","105","2024-07-16","6202300","6201501,6203100,6311900,6319400,7312200,7319003,8211300,8230001,8291100,8599603,8599604","RUA","NEOPOLIS","192","LOJA  C","SIQUEIRA CAMPOS","49075400","SE","3105","11","44914057","0000","00000000","","","CONTATO@BCAJU.AI","",NULL
"56915321","0001","70","1","GETINFO.TECH","02","2024-08-19","00","","105","2024-08-19","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,6399200,7733100,8599603","RUA","WALDEMAR DANTAS","100","","GRAGERU","49025300","SE","3105","79","31421044","","","","","CONTATO@GETINFO.TECH","",NULL
"57534672","0001","02","1","","02","2024-10-02","00","","","2024-10-02","6201501","5819100,6202300,6203100,7410299","AVENIDA","JOSE CONRADO DE ARAUJO","320","APT   002 BL 04 CD RES VIL","INDUSTRIAL","49065470","SE","3105","79","99174741","79","99917474","","","MAYLAE@GMAIL.COM","",NULL
"57921424","0001","06","1","EST INTERMEDIACOES E CONSULTORIA","02","2024-10-31","00","","105","2024-10-31","6202300","6190699,6201501,6203100,6204000","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","96047822","0000","00000000","","","EDUARDOIPTV155@OUTLOOK.COM","",NULL
"58240451","0001","86","1","","02","2024-11-26","00","","","2024-11-26","6204000","6201501,6202300,6203100,6209100,6311900","AVENIDA","MARIO JORGE MENEZES VIEIRA","3028","SALA  501                 EDIF  EMPRESARIAL NEXUS","COROA DO MEIO","49035100","SE","3105","61","99269830","","","","","DIOGO@MCONCONTABILIDADE.COM.BR","",NULL
"59251798","0001","97","1","WALLAS SERVICOS","02","2025-02-03","00","","105","2025-02-03","6202300","6201501,6201502,6203100,6204000,6209100,6311900","RUA","DR MOACYR LEITE","131","","TREZE DE JULHO","49020285","SE","3105","79","98623680","","","","","WALLASOS@OUTLOOK.COM","",NULL
"59575674","0001","67","1","BYTEFLOW","02","2025-02-20","00","","105","2025-02-20","6202300","6190699,6201501,6203100,6204000","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","96337832","0000","00000000","","","ATENDIMENTOCONTARE@GMAIL.COM","",NULL
"60145350","0001","78","1","DOKBOT.AI","02","2025-03-28","00","","105","2025-03-28","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400,6399200,8599603","RUA","ZAQUEU BRANDAO","226","LOJA  A","SAO JOSE","49015330","SE","3105","79","30229001","0000","00000000","","","CONTATO@DOKBOT.AI","",NULL
"52671496","0001","29","1","RS PRODUTORA","02","2023-10-25","00","","","2023-10-25","8230001","0161002,0161003,0161099,1830001,1830002,1830003,5612100,5620101,5620102,5620104,5821200,5822101,5822102,5823900,5911102,5911199,5912001,5912002,5912099,5913800,5914600,6022501,6110803,6201501,6201502,6202300,6203100,6319400,7312200,7319001,7319099,7420001,7420002,7420004,7420005,7490105,7490199,7721700,7739003,7990200,8550302,8592901,8592902,8592903,8592999,8599604,8599699,9001901,9001902,9001903,9001904,9001906,9001999,9002701,9003500,9319101,9319199","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","99689425","","","","","VAMUSAMART@GMAIL.COM","",NULL
"60404911","0001","06","1","","02","2025-04-14","00","","105","2025-04-14","6319400","6201501,6202300,6203100,6209100,8599604","RUA","SAO JUDAS TADEU","285","","PEREIRA LOBO","49050710","SE","3105","79","88293815","0000","00000000","","","RALMS@OUTLOOK.COM","",NULL
"60422442","0001","58","1","","02","2025-04-15","00","","","2025-04-15","6201501","6202300,6201502,7220700,6203100,6311900","RUA","MANOEL ESPIRITO SANTO","165","SALA 02","GRAGERU","49025440","SE","3105","79","96400783","","","","","DANTASBRENO2004@GMAIL.COM","",NULL
"47267001","0001","60","1","MTECH SOLUCOES INTEGRADAS","02","2022-07-24","00","","105","2022-07-24","6204000","1830003,4530703,4530705,4541206,4541207,4721102,4721103,4723700,4729601,4729699,4741500,4742300,4743100,4744001,4744002,4744003,4744004,4744099,4751201,4752100,4753900,4754701,4754702,4754703,4755501,4755502,4755503,4756300,4757100,4759801,4759899,4762800,4763601,4763602,4763603,4763604,4772500,4773300,4774100,4781400,4782201,4782202,4783101,4783102,4785799,4789001,4789002,4789003,4789005,4789007,4789008,4789099,6201501,6202300,6203100,7490199,7733100,8599603,8599699","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","99772181","0000","00000000","","","MTECHSOLUCOESINTEGRADAS@GMAIL.COM","",NULL
"17869823","0003","12","2","","02","2024-04-19","00","","","2024-04-19","6110803","4221904,4752100,6110801,6143400,6190601,6190602,6190699,6201501,6202300,6203100,6209100,6311900,6319400,7711000,7733100,7739099,9512600","RUA","PACATUBA","254","SALA  1109                EDIF  PAULO FIGUEIREDO","CENTRO","49010150","SE","3105","71","22000000","","","","","ADM.FISCAL@SOFTCOMPBA.COM.BR","",NULL
